age,income,credit_score,prime_elegible,prime_card,pv,tau,categ
38.0,3238.0,679.0,1,1,2479.3,700.0000000000002,complier
39.4,2144.0,757.0,0,0,1668.71,700.0,complier
44.5,1452.0,658.0,1,1,1836.3,700.0,complier
51.0,16639.0,682.0,0,0,6960.29,700.0,complier
38.4,8906.0,374.0,0,0,4106.82,700.0,complier
35.9,4141.0,139.0,1,0,2319.86,200.0,never-taker
42.1,1844.0,12.0,1,0,1463.2,200.0,never-taker
40.0,1663.0,553.0,1,1,1585.8600000000001,700.0000000000001,complier
49.9,3906.0,529.0,1,1,2711.0299999999997,699.9999999999998,complier
43.6,17316.0,603.0,0,0,7297.29,700.0,complier
39.2,6000.0,94.0,0,0,2438.5,200.0,never-taker
45.3,826.0,17.0,0,0,1071.5,200.0,never-taker
44.8,3512.0,188.0,1,0,1992.85,200.0,never-taker
35.9,1845.0,89.0,1,0,1428.0,200.0,never-taker
53.3,6028.0,227.0,0,0,3262.77,200.0,never-taker
44.2,1195.0,709.0,1,1,2223.96,700.0,complier
41.9,5590.0,101.0,1,0,3257.27,200.0,never-taker
41.5,9912.0,580.0,1,1,5473.82,700.0,complier
49.7,960.0,14.0,1,0,852.7,200.0,never-taker
43.4,7967.0,457.0,0,0,4124.04,700.0,complier
42.9,3481.0,577.0,1,1,3122.62,700.0,complier
34.8,6670.0,3.0,0,0,3124.18,200.0,never-taker
39.5,1776.0,48.0,1,0,992.87,199.9999999999999,never-taker
35.3,6968.0,84.0,0,0,3090.19,200.0,never-taker
42.8,7375.0,37.0,0,0,3777.41,200.0,never-taker
44.1,4405.0,287.0,0,0,2436.98,700.0,complier
29.0,4791.0,110.0,0,0,2457.04,200.0,never-taker
41.5,4651.0,260.0,1,0,2899.32,200.0,never-taker
35.0,2232.0,464.0,0,0,1240.53,700.0,complier
44.0,5835.0,312.0,0,0,3440.13,200.0,never-taker
43.6,8498.0,281.0,1,1,4462.5,700.0,complier
37.5,6921.0,368.0,0,0,3034.28,700.0,complier
42.0,1432.0,297.0,0,0,968.29,700.0,complier
43.2,11847.0,174.0,0,0,5238.41,200.0,never-taker
42.9,2643.0,184.0,0,0,1527.93,200.0,never-taker
50.2,983.0,463.0,0,0,1609.05,700.0000000000002,complier
43.4,536.0,181.0,0,0,951.71,200.0,never-taker
36.7,5872.0,14.0,0,0,3246.38,200.0,never-taker
42.3,1817.0,721.0,1,1,1541.03,700.0,complier
42.6,1001.0,693.0,1,1,1485.23,700.0,complier
41.7,4407.0,371.0,0,0,2524.37,700.0,complier
41.0,4557.0,151.0,1,0,2105.83,200.0,never-taker
45.9,729.0,6.0,0,0,980.69,200.0,never-taker
49.9,1521.0,503.0,1,1,1915.15,700.0,complier
48.0,13350.0,92.0,0,0,6010.87,200.0,never-taker
39.2,968.0,308.0,1,1,1411.19,700.0,complier
39.4,596.0,275.0,0,0,1464.21,200.0,never-taker
44.6,9270.0,59.0,0,0,4042.65,199.99999999999955,never-taker
43.2,1572.0,23.0,0,0,1725.18,200.0,never-taker
50.4,10038.0,245.0,0,0,4519.19,700.0,complier
44.3,5078.0,188.0,0,0,2646.71,200.0,never-taker
38.7,6212.0,289.0,1,1,4001.92,700.0,complier
36.1,4072.0,554.0,1,1,2253.77,700.0,complier
42.8,1316.0,14.0,1,0,431.47,200.0,never-taker
49.0,1514.0,192.0,0,0,645.38,200.0,never-taker
38.8,2949.0,345.0,1,1,2156.34,700.0000000000002,complier
42.1,5415.0,14.0,1,0,2384.07,200.0,never-taker
42.7,10461.0,252.0,1,1,5132.17,700.0,complier
39.5,1626.0,514.0,1,1,2216.26,700.0000000000002,complier
46.3,607.0,165.0,0,0,850.64,199.9999999999999,never-taker
47.1,16322.0,173.0,1,0,7565.57,200.0,never-taker
42.2,4664.0,288.0,0,0,2469.82,700.0,complier
34.6,5946.0,177.0,1,0,2831.32,200.0,never-taker
40.1,9299.0,137.0,1,0,3549.81,200.0,never-taker
41.8,4688.0,259.0,1,0,3137.53,200.0,never-taker
42.4,2912.0,82.0,1,0,1427.76,200.0,never-taker
41.9,6813.0,633.0,1,1,3967.02,700.0,complier
42.5,5133.0,282.0,0,0,2648.08,700.0,complier
39.1,5852.0,539.0,1,1,3578.45,700.0,complier
41.9,2104.0,93.0,1,0,1380.7,200.0,never-taker
45.1,1283.0,33.0,1,0,1660.12,200.0,never-taker
39.4,5130.0,73.0,1,0,2749.67,200.0,never-taker
44.4,3370.0,354.0,1,1,2751.82,700.0,complier
44.2,2668.0,105.0,0,0,1525.39,200.0,never-taker
46.0,5109.0,229.0,1,1,3227.7,700.0,complier
40.8,1263.0,194.0,0,0,898.15,200.0000000000001,never-taker
34.5,2763.0,461.0,0,0,1758.24,699.9999999999998,complier
43.9,5619.0,772.0,0,0,2474.62,700.0,complier
48.8,5070.0,111.0,0,0,2671.52,200.0,never-taker
48.3,745.0,5.0,1,0,459.33,199.99999999999994,never-taker
45.8,1781.0,475.0,1,1,2009.99,700.0,complier
48.9,1450.0,25.0,0,0,1331.54,200.0,never-taker
40.7,1404.0,238.0,0,0,1813.59,200.0,never-taker
45.8,4354.0,382.0,0,0,2709.56,700.0,complier
39.6,10358.0,318.0,1,1,5496.53,700.0,complier
40.1,1428.0,197.0,0,0,1122.76,700.0,complier
43.8,878.0,407.0,0,0,823.92,700.0000000000001,complier
40.7,8836.0,90.0,1,0,3384.97,200.0,never-taker
38.4,5192.0,3.0,1,0,2867.07,200.0,never-taker
45.3,5012.0,691.0,0,0,2467.67,700.0,complier
42.9,531.0,38.0,1,0,308.2,200.0,never-taker
47.7,4982.0,184.0,1,0,2776.41,200.0,never-taker
36.7,6349.0,181.0,0,0,2415.88,700.0,complier
40.3,3510.0,307.0,1,1,2426.45,699.9999999999998,complier
39.9,1190.0,403.0,0,0,129.73,700.0,complier
41.1,5083.0,105.0,1,0,1952.35,200.0,never-taker
44.9,1239.0,143.0,1,0,1881.44,200.0,never-taker
37.4,2667.0,99.0,0,0,1425.61,200.0,never-taker
46.3,3950.0,280.0,0,0,2068.19,700.0,complier
40.0,2874.0,160.0,1,0,1935.58,200.0,never-taker
46.6,5322.0,658.0,0,0,2398.73,700.0,complier
48.0,4088.0,222.0,0,0,1710.04,200.0,never-taker
49.4,1389.0,123.0,1,0,2102.8,200.0,never-taker
37.9,8529.0,39.0,1,0,3928.14,199.99999999999955,never-taker
40.5,2376.0,465.0,0,0,1607.55,700.0000000000002,complier
45.0,12609.0,357.0,0,0,6004.16,700.0,complier
45.8,536.0,196.0,0,0,924.8,200.0,never-taker
40.3,1037.0,50.0,1,0,407.14,200.0,never-taker
45.2,6100.0,11.0,1,0,3182.21,200.0,never-taker
42.2,740.0,316.0,0,0,1247.16,200.0,never-taker
39.8,6782.0,42.0,1,0,3353.76,200.0,never-taker
39.6,3798.0,222.0,0,0,1857.37,700.0,complier
46.9,3694.0,40.0,1,0,2715.83,200.0,never-taker
41.6,2382.0,29.0,1,0,1569.66,200.0,never-taker
40.5,3260.0,58.0,1,0,1242.9,200.0,never-taker
49.6,2063.0,671.0,1,1,2355.6800000000003,700.0000000000002,complier
42.7,1418.0,676.0,0,0,1547.91,699.9999999999998,complier
37.1,3249.0,340.0,0,0,1897.35,700.0,complier
42.4,953.0,299.0,0,0,1455.8,200.0,never-taker
41.1,2554.0,107.0,0,0,1363.81,200.0,never-taker
40.6,5090.0,147.0,0,0,2624.03,200.0,never-taker
43.2,3085.0,0.0,0,0,1868.21,200.0,never-taker
32.9,2940.0,630.0,1,1,2196.8,700.0000000000002,complier
42.9,4750.0,287.0,1,1,3351.79,700.0,complier
38.0,3795.0,563.0,0,0,2097.54,700.0,complier
44.1,1029.0,142.0,1,0,1227.1,200.0,never-taker
44.3,4103.0,260.0,0,0,2300.35,700.0,complier
31.3,3716.0,13.0,0,0,1374.24,200.0,never-taker
44.0,2160.0,128.0,1,0,1352.22,200.0,never-taker
44.6,5840.0,409.0,1,1,3564.25,700.0,complier
42.9,7639.0,75.0,1,0,3613.78,200.0,never-taker
39.0,515.0,241.0,1,0,871.98,200.0,never-taker
47.0,4527.0,241.0,0,0,2036.15,700.0,complier
45.4,1021.0,339.0,0,0,1462.85,700.0,complier
38.2,600.0,37.0,0,0,736.43,200.0,never-taker
42.5,6163.0,445.0,1,1,3525.03,700.0,complier
47.6,4719.0,562.0,1,1,3088.66,700.0,complier
46.6,9443.0,140.0,0,0,4954.97,200.0,never-taker
46.4,1014.0,232.0,1,0,1078.21,200.0,never-taker
41.4,6148.0,431.0,1,1,3881.19,700.0,complier
46.7,11179.0,255.0,1,0,5401.29,200.0,never-taker
48.2,3120.0,96.0,0,0,1652.97,200.0,never-taker
50.2,3458.0,177.0,0,0,2252.73,200.0,never-taker
44.7,764.0,60.0,1,0,695.3,200.0,never-taker
43.8,7860.0,6.0,1,0,3482.64,200.0,never-taker
44.2,2073.0,517.0,1,1,2058.6,700.0,complier
41.7,1829.0,185.0,0,0,1128.44,700.0,complier
42.1,2740.0,220.0,0,0,1417.27,700.0,complier
42.1,503.0,177.0,0,0,1295.22,200.0,never-taker
40.0,2626.0,11.0,1,0,1747.07,200.0,never-taker
42.0,654.0,466.0,1,1,1049.01,700.0,complier
41.4,2433.0,73.0,1,0,2192.2,200.0,never-taker
43.8,1266.0,230.0,1,0,1820.51,200.0,never-taker
41.5,4108.0,17.0,1,0,2903.01,200.0,never-taker
43.5,1418.0,450.0,1,1,1467.6,699.9999999999999,complier
43.8,10218.0,102.0,0,0,4772.84,200.0,never-taker
43.1,9338.0,242.0,1,1,4464.3,700.0,complier
51.5,1810.0,503.0,1,1,1942.05,700.0,complier
45.9,13804.0,241.0,1,0,5982.27,200.0,never-taker
35.7,3397.0,475.0,1,1,2840.93,700.0,complier
36.9,4861.0,45.0,0,0,2776.33,200.0,never-taker
45.8,4148.0,46.0,1,0,2384.9,200.0,never-taker
46.4,1158.0,82.0,0,0,1065.83,200.0,never-taker
40.8,577.0,186.0,1,0,525.53,200.0,never-taker
42.9,4787.0,16.0,1,0,2400.6,200.0,never-taker
41.8,1760.0,64.0,1,0,1869.43,200.00000000000023,never-taker
41.3,13470.0,87.0,1,0,5864.27,200.0,never-taker
45.1,5390.0,480.0,0,0,2829.43,700.0,complier
38.0,2231.0,546.0,1,1,2233.4700000000003,700.0000000000002,complier
39.1,9344.0,5.0,1,0,4390.25,200.0,never-taker
44.8,7347.0,99.0,1,0,3215.16,200.0,never-taker
39.1,2906.0,163.0,1,0,1657.84,200.0,never-taker
42.1,4278.0,87.0,0,0,2599.42,200.0,never-taker
43.3,8496.0,498.0,1,1,4410.08,700.0,complier
34.0,10592.0,106.0,1,0,5017.61,200.0,never-taker
44.9,4447.0,3.0,0,0,2345.26,200.0,never-taker
42.0,1642.0,10.0,0,0,1421.46,200.0,never-taker
49.6,7385.0,40.0,0,0,4134.83,200.0,never-taker
52.0,2007.0,193.0,1,0,1111.92,200.0,never-taker
35.9,2554.0,135.0,1,0,1370.58,200.0,never-taker
42.1,8550.0,305.0,1,0,4492.06,200.0,never-taker
40.2,1779.0,173.0,1,0,1826.51,200.0,never-taker
41.5,1389.0,308.0,1,1,1098.07,700.0,complier
37.6,1444.0,349.0,1,1,1780.03,700.0,complier
37.5,5214.0,215.0,0,0,2356.96,700.0,complier
34.2,3371.0,449.0,1,1,2157.87,700.0,complier
39.3,511.0,48.0,0,0,608.66,200.0,never-taker
43.9,4206.0,207.0,1,0,2364.28,200.0,never-taker
43.6,1068.0,144.0,1,0,1157.65,200.0,never-taker
52.9,12924.0,150.0,0,0,6002.64,200.0,never-taker
47.8,1425.0,627.0,1,1,2047.71,700.0,complier
37.8,12340.0,306.0,1,0,6106.86,200.0,never-taker
41.4,2000.0,502.0,1,1,1652.4099999999999,699.9999999999999,complier
47.8,9810.0,31.0,0,0,4823.76,200.0,never-taker
44.9,4014.0,9.0,1,0,2103.57,200.0,never-taker
42.9,3312.0,313.0,0,0,2388.88,700.0,complier
37.6,3361.0,8.0,1,0,1975.0,200.0,never-taker
41.5,695.0,102.0,1,0,1235.86,200.0,never-taker
32.9,1537.0,176.0,1,0,1879.27,200.0,never-taker
47.6,8266.0,2.0,1,0,3736.86,200.0,never-taker
44.8,5014.0,8.0,0,0,2562.08,200.0,never-taker
44.5,6875.0,134.0,0,0,3050.51,200.0,never-taker
41.1,9000.0,696.0,1,1,5323.51,700.0,complier
37.0,4682.0,341.0,0,0,2480.23,700.0,complier
41.6,10241.0,689.0,0,0,5124.25,700.0,complier
44.8,2457.0,122.0,0,0,1741.44,200.0,never-taker
48.3,6889.0,613.0,0,0,3396.13,700.0,complier
40.2,1131.0,138.0,1,0,1031.55,200.0,never-taker
36.0,2193.0,74.0,0,0,719.71,200.0,never-taker
44.4,4635.0,1.0,0,0,2719.51,200.0,never-taker
46.0,12868.0,133.0,0,0,6178.1,200.0,never-taker
41.8,2085.0,150.0,0,0,2133.2,200.0,never-taker
44.6,2080.0,309.0,0,0,1128.84,700.0,complier
49.4,2976.0,3.0,0,0,2162.67,200.0,never-taker
40.5,3512.0,74.0,0,0,2007.47,200.00000000000023,never-taker
44.5,3813.0,678.0,1,1,2693.02,700.0,complier
44.0,2449.0,409.0,1,1,2543.01,700.0000000000002,complier
44.8,2022.0,31.0,1,0,1162.0,200.0,never-taker
43.0,6359.0,438.0,1,1,4546.26,700.0,complier
46.2,12007.0,75.0,1,0,5287.15,200.0,never-taker
41.6,1865.0,181.0,0,0,1500.17,200.0,never-taker
35.7,2049.0,300.0,0,0,1069.41,700.0,complier
43.3,943.0,106.0,0,0,637.34,200.0,never-taker
43.6,5315.0,140.0,0,0,2650.59,200.0,never-taker
41.7,1326.0,54.0,0,0,750.52,200.0,never-taker
40.5,19256.0,282.0,1,1,9292.41,700.0,complier
43.1,4311.0,69.0,1,0,1743.13,200.0,never-taker
36.1,4390.0,374.0,0,0,2212.07,700.0,complier
47.3,5067.0,167.0,0,0,2428.19,200.0,never-taker
40.8,3944.0,41.0,0,0,2550.61,200.0,never-taker
40.8,5468.0,105.0,0,0,2459.06,200.0,never-taker
40.6,4815.0,546.0,1,1,3189.19,700.0,complier
36.4,3903.0,566.0,1,1,2833.0,700.0,complier
43.3,1016.0,111.0,0,0,914.48,200.0,never-taker
42.8,735.0,56.0,1,0,1122.36,200.0,never-taker
45.9,1365.0,34.0,1,0,719.95,200.0,never-taker
42.6,6083.0,15.0,0,0,2740.01,200.0,never-taker
43.0,690.0,107.0,0,0,686.41,200.0,never-taker
49.7,3720.0,98.0,0,0,1805.84,200.0,never-taker
41.0,2034.0,493.0,1,1,1634.6,699.9999999999999,complier
42.7,3148.0,239.0,0,0,2055.76,200.0,never-taker
39.8,12530.0,9.0,0,0,6009.99,200.0,never-taker
40.6,5547.0,525.0,1,1,3598.42,700.0,complier
41.9,2124.0,244.0,1,0,1418.83,200.0,never-taker
36.1,2113.0,67.0,0,0,1229.44,200.0,never-taker
41.1,3461.0,51.0,0,0,1542.22,200.0,never-taker
44.1,1029.0,717.0,0,0,991.66,699.9999999999999,complier
46.5,9125.0,222.0,1,0,3940.33,200.0,never-taker
44.4,2911.0,199.0,1,0,1645.27,200.0,never-taker
49.9,699.0,136.0,0,0,1205.14,200.0,never-taker
44.9,2268.0,107.0,0,0,1518.74,200.0,never-taker
39.7,2692.0,19.0,1,0,1277.11,200.0,never-taker
41.3,13234.0,516.0,1,1,6114.8,700.0,complier
46.0,5207.0,32.0,1,0,2324.87,200.0,never-taker
49.2,4757.0,11.0,0,0,2228.44,200.0,never-taker
47.0,6415.0,85.0,1,0,3322.31,200.0,never-taker
44.5,795.0,32.0,1,0,820.0,200.0,never-taker
48.3,4945.0,250.0,0,0,2893.38,200.0,never-taker
44.0,1816.0,360.0,0,0,777.06,700.0,complier
43.9,2279.0,173.0,0,0,1426.12,200.0,never-taker
46.0,4912.0,25.0,0,0,2663.99,200.0,never-taker
42.6,5406.0,113.0,1,0,2790.9,200.0,never-taker
40.5,975.0,492.0,0,0,1032.75,700.0,complier
36.7,1850.0,491.0,0,0,1238.49,700.0,complier
38.8,1445.0,33.0,1,0,1703.03,200.0,never-taker
43.1,8600.0,539.0,0,0,4756.63,700.0,complier
41.3,15921.0,53.0,0,0,6535.13,200.0,never-taker
49.2,3686.0,295.0,1,0,2185.8,200.0,never-taker
38.6,9907.0,286.0,1,0,5062.56,200.0,never-taker
33.4,5772.0,361.0,0,0,2690.44,700.0,complier
36.8,507.0,64.0,1,0,554.66,200.0,never-taker
39.3,7826.0,89.0,0,0,3262.19,200.0,never-taker
38.1,2725.0,582.0,1,1,2332.8599999999997,699.9999999999998,complier
40.0,2986.0,142.0,1,0,2067.46,200.0,never-taker
42.9,4679.0,379.0,1,1,2727.6099999999997,699.9999999999998,complier
40.9,4531.0,416.0,1,1,2964.48,700.0,complier
40.2,7682.0,439.0,0,0,4137.49,700.0,complier
42.8,1317.0,576.0,0,0,1180.3,700.0,complier
40.4,5272.0,115.0,1,0,2119.37,200.0,never-taker
44.8,3231.0,1.0,0,0,1880.03,199.99999999999977,never-taker
42.3,578.0,236.0,0,0,990.68,699.9999999999999,complier
41.1,3152.0,88.0,1,0,2189.96,200.0,never-taker
44.0,8692.0,541.0,0,0,4133.18,700.0,complier
38.5,1439.0,431.0,0,0,622.69,700.0,complier
40.1,13762.0,104.0,1,0,6001.05,200.0,never-taker
37.9,8334.0,206.0,1,0,3730.29,200.0,never-taker
40.5,4302.0,121.0,0,0,2402.83,200.0,never-taker
39.4,4693.0,137.0,0,0,2990.52,200.0,never-taker
41.6,3934.0,235.0,1,0,2458.04,200.0,never-taker
37.7,1145.0,514.0,0,0,1079.95,700.0,complier
37.4,781.0,233.0,0,0,817.09,700.0000000000001,complier
48.6,12934.0,194.0,0,0,5830.8,200.0,never-taker
51.0,1680.0,296.0,0,0,1377.84,200.0,never-taker
48.3,757.0,494.0,0,0,1090.61,700.0,complier
42.6,1753.0,482.0,1,1,1859.79,700.0,complier
33.9,3146.0,163.0,1,0,1997.78,199.99999999999977,never-taker
45.7,3231.0,84.0,0,0,1859.5,200.0,never-taker
41.8,12724.0,27.0,0,0,5875.27,200.0,never-taker
40.3,1810.0,116.0,0,0,1055.82,200.0,never-taker
44.1,2744.0,86.0,1,0,1941.77,200.0,never-taker
44.2,1290.0,221.0,0,0,1070.71,200.0,never-taker
48.2,2529.0,47.0,1,0,1682.48,200.0,never-taker
50.4,2694.0,205.0,1,0,1809.37,200.0,never-taker
43.3,2275.0,307.0,1,1,1937.11,700.0,complier
39.5,581.0,17.0,0,0,543.8,200.0,never-taker
42.8,1221.0,744.0,0,0,868.1,699.9999999999999,complier
36.7,5724.0,258.0,1,1,3353.62,700.0,complier
40.5,1259.0,103.0,0,0,900.36,200.0000000000001,never-taker
37.8,4019.0,156.0,0,0,2095.98,200.0,never-taker
45.8,1085.0,42.0,1,0,1186.7,200.0,never-taker
47.1,1332.0,77.0,1,0,1028.52,200.0,never-taker
41.0,1275.0,484.0,0,0,1140.88,700.0,complier
44.0,3210.0,240.0,0,0,1734.46,200.0,never-taker
43.6,14203.0,195.0,0,0,6102.99,200.0,never-taker
45.2,1156.0,42.0,1,0,1147.78,200.0,never-taker
41.8,3258.0,95.0,0,0,2084.83,200.0,never-taker
46.3,8977.0,213.0,1,1,4300.84,700.0,complier
39.9,4589.0,56.0,0,0,2887.3,200.0,never-taker
46.2,7893.0,112.0,0,0,3167.72,200.0,never-taker
46.9,3988.0,722.0,1,1,2714.3,700.0000000000002,complier
41.9,7692.0,96.0,1,0,2890.8,200.0,never-taker
43.8,1307.0,284.0,1,1,1382.8400000000001,700.0000000000001,complier
42.4,2639.0,174.0,0,0,1656.58,200.0,never-taker
44.4,4439.0,467.0,1,1,3209.28,700.0,complier
44.7,2934.0,68.0,0,0,1721.0,200.0,never-taker
43.0,1074.0,55.0,0,0,1330.25,200.0,never-taker
41.1,7240.0,112.0,0,0,3419.35,200.0,never-taker
45.3,20568.0,37.0,1,0,8995.47,200.0,never-taker
43.8,1651.0,88.0,1,0,1838.26,200.0,never-taker
51.5,10685.0,244.0,1,0,4995.2,200.0,never-taker
37.7,3016.0,296.0,0,0,1813.88,700.0,complier
49.8,3726.0,580.0,1,1,3194.92,700.0,complier
43.7,5053.0,413.0,1,1,3381.44,700.0,complier
45.2,4704.0,235.0,0,0,2709.36,200.0,never-taker
39.5,868.0,394.0,1,1,1701.1,699.9999999999999,complier
40.4,5297.0,497.0,1,1,3098.51,700.0,complier
43.5,9100.0,330.0,1,0,4598.46,200.0,never-taker
42.1,2039.0,222.0,1,1,1638.15,700.0000000000001,complier
36.5,4635.0,270.0,1,0,2912.28,200.0,never-taker
42.3,4488.0,492.0,1,1,2971.72,700.0,complier
42.4,1537.0,151.0,0,0,761.07,200.0,never-taker
40.2,1283.0,94.0,0,0,1207.46,200.0,never-taker
46.1,1353.0,22.0,1,0,1158.28,200.0,never-taker
46.9,6614.0,249.0,0,0,3280.6,700.0,complier
38.7,847.0,580.0,1,1,1135.83,700.0,complier
40.8,4156.0,786.0,0,0,1978.73,700.0,complier
39.8,1131.0,512.0,1,1,2051.08,700.0,complier
42.7,4312.0,104.0,1,0,2608.7,200.0,never-taker
46.1,1498.0,425.0,1,1,2028.36,700.0,complier
43.8,2681.0,105.0,1,0,898.25,200.0,never-taker
41.3,628.0,461.0,1,1,1382.78,700.0,complier
40.0,11122.0,352.0,1,1,6026.22,700.0,complier
48.1,7532.0,324.0,0,0,3094.77,700.0,complier
47.2,4030.0,88.0,1,0,2377.2,200.0,never-taker
44.0,5433.0,163.0,0,0,3244.26,200.0,never-taker
37.2,1281.0,13.0,0,0,643.06,200.0,never-taker
45.9,4742.0,65.0,1,0,2211.81,200.0,never-taker
42.6,4766.0,576.0,1,1,3536.35,700.0,complier
38.1,4858.0,61.0,0,0,2501.53,200.0,never-taker
47.7,1648.0,224.0,1,0,1687.78,200.0,never-taker
44.2,2428.0,335.0,0,0,1566.1,700.0,complier
36.6,955.0,336.0,0,0,1114.23,700.0,complier
41.0,17479.0,67.0,1,0,8046.9,200.0,never-taker
41.4,5716.0,203.0,1,1,3177.06,700.0,complier
39.9,16163.0,363.0,0,0,7250.1,700.0,complier
44.5,9721.0,324.0,1,1,5145.66,700.0,complier
46.2,593.0,93.0,0,0,920.53,200.0,never-taker
40.5,6952.0,313.0,1,1,4339.8,700.0,complier
50.1,2523.0,754.0,0,0,1614.75,700.0,complier
43.1,529.0,358.0,1,1,1502.33,699.9999999999999,complier
49.3,22875.0,13.0,0,0,9805.88,200.0,never-taker
43.9,842.0,18.0,0,0,125.3,200.0,never-taker
46.2,10357.0,108.0,0,0,5361.62,200.0,never-taker
47.8,1579.0,5.0,0,0,1351.93,200.0,never-taker
39.7,11439.0,168.0,0,0,4817.61,200.0,never-taker
46.5,3076.0,2.0,0,0,2126.28,200.0,never-taker
38.7,2544.0,57.0,1,0,1409.71,200.0,never-taker
41.9,3838.0,406.0,0,0,2217.6,700.0,complier
42.5,5551.0,628.0,1,1,3710.48,700.0,complier
45.4,2124.0,238.0,0,0,1021.0,700.0,complier
35.1,3709.0,579.0,0,0,1666.85,700.0,complier
42.7,5107.0,746.0,0,0,2525.15,700.0,complier
41.9,1096.0,315.0,1,1,1432.35,699.9999999999999,complier
35.5,514.0,167.0,0,0,1090.06,200.0,never-taker
35.1,2732.0,29.0,0,0,1724.83,200.0,never-taker
40.9,6776.0,494.0,1,1,4081.24,700.0,complier
36.0,928.0,566.0,0,0,1012.12,699.9999999999999,complier
43.2,9037.0,123.0,0,0,4129.82,200.0,never-taker
37.7,689.0,235.0,1,1,1627.79,700.0,complier
40.2,2335.0,500.0,1,1,2152.42,700.0,complier
39.6,4409.0,650.0,0,0,2774.12,700.0,complier
43.0,7358.0,40.0,0,0,3487.05,200.0,never-taker
43.7,3243.0,8.0,0,0,1857.04,200.0,never-taker
33.6,2631.0,59.0,0,0,1858.29,200.0,never-taker
33.6,5310.0,287.0,1,1,2982.62,700.0,complier
45.2,19152.0,105.0,1,0,8617.68,200.0,never-taker
37.9,11173.0,322.0,1,1,5924.54,700.0,complier
43.8,6300.0,425.0,1,1,3807.79,700.0,complier
43.4,1731.0,433.0,0,0,1123.91,700.0,complier
42.7,4933.0,796.0,0,0,2751.31,700.0,complier
42.2,5572.0,234.0,0,0,2544.09,200.0,never-taker
43.7,7341.0,49.0,0,0,3948.75,200.0,never-taker
37.4,3648.0,244.0,0,0,2588.6,200.0,never-taker
42.5,740.0,410.0,1,1,2254.58,700.0,complier
43.7,7129.0,409.0,1,1,3961.44,700.0,complier
45.2,4170.0,6.0,1,0,2241.0,200.0,never-taker
44.7,7558.0,361.0,0,0,2857.81,700.0,complier
41.3,2901.0,83.0,1,0,1836.72,200.0,never-taker
42.8,1800.0,405.0,1,1,1891.02,700.0,complier
42.8,5418.0,190.0,0,0,2344.77,700.0,complier
39.1,11117.0,294.0,0,0,4977.3,700.0,complier
42.6,2434.0,307.0,1,1,2498.67,700.0,complier
42.9,1107.0,589.0,0,0,1441.82,699.9999999999998,complier
40.5,1482.0,271.0,0,0,738.79,700.0,complier
42.5,6088.0,469.0,0,0,3013.36,700.0,complier
46.7,1221.0,124.0,1,0,1011.88,200.0000000000001,never-taker
39.7,5821.0,138.0,1,0,2558.45,200.0,never-taker
51.4,916.0,203.0,1,0,1272.3,200.0,never-taker
42.7,1651.0,694.0,1,1,2405.91,699.9999999999998,complier
44.5,1386.0,10.0,0,0,1236.65,200.0,never-taker
46.0,1106.0,26.0,0,0,1112.2,200.0,never-taker
43.4,2518.0,2.0,1,0,2314.34,200.0,never-taker
39.5,8396.0,714.0,1,1,4785.71,700.0,complier
41.3,9035.0,239.0,0,0,4663.7,200.0,never-taker
44.7,1698.0,316.0,0,0,1560.44,700.0,complier
43.9,8362.0,180.0,0,0,4019.59,200.0,never-taker
31.1,3479.0,359.0,0,0,1570.25,700.0,complier
48.8,2960.0,74.0,0,0,1947.53,199.99999999999977,never-taker
40.8,6423.0,294.0,0,0,2481.05,700.0,complier
39.5,9743.0,124.0,1,0,4061.04,200.0,never-taker
44.4,1322.0,397.0,1,1,2137.84,700.0000000000002,complier
39.0,3353.0,72.0,1,0,1769.08,200.0,never-taker
43.9,4106.0,362.0,1,1,3476.51,700.0,complier
38.4,7313.0,706.0,1,1,3780.19,700.0,complier
41.7,5795.0,287.0,0,0,3235.05,200.0,never-taker
42.0,6683.0,116.0,0,0,3248.29,200.0,never-taker
45.8,22877.0,347.0,1,1,10072.45,700.0,complier
44.7,1536.0,416.0,1,1,2156.23,700.0,complier
40.8,4863.0,123.0,0,0,2219.64,200.0,never-taker
33.6,6753.0,334.0,1,1,4055.89,700.0,complier
38.9,3611.0,528.0,1,1,2551.71,700.0,complier
43.7,731.0,211.0,1,1,1204.85,699.9999999999999,complier
45.0,8349.0,5.0,1,0,4118.48,200.0,never-taker
37.9,1252.0,20.0,1,0,672.64,200.0,never-taker
42.6,11569.0,320.0,0,0,5531.23,700.0,complier
40.9,3187.0,275.0,1,1,2243.1,700.0,complier
47.9,2162.0,119.0,0,0,2362.27,200.0,never-taker
46.9,8823.0,96.0,1,0,4349.89,200.0,never-taker
43.7,5540.0,321.0,1,1,3233.69,700.0,complier
34.2,4726.0,74.0,0,0,2217.85,200.0,never-taker
41.1,9318.0,366.0,1,1,5123.17,700.0,complier
40.3,571.0,165.0,1,0,992.9,200.0000000000001,never-taker
42.2,2560.0,158.0,1,0,2381.55,200.0,never-taker
36.2,4790.0,11.0,1,0,2519.76,200.0,never-taker
46.7,1804.0,35.0,0,0,1379.33,200.0,never-taker
48.3,1651.0,146.0,0,0,1148.61,200.0,never-taker
41.1,2329.0,67.0,0,0,1647.97,200.0,never-taker
41.0,5394.0,95.0,0,0,2459.32,200.0,never-taker
